id_i,id_j,distance,race_i,race_j,pair_type,inconsistent_baseline,inconsistent_eo,eo_introduced,eo_resolved,threshold_distance_i,threshold_distance_j
720,2396,0.08524053745639293,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
2500,2892,0.08524053745639304,0,1,cross_race,0,0,0,0,0.09313496674119603,0.3258391086648871
1469,7145,2.4479152536282833,1,0,cross_race,0,0,0,0,0.16545524576899073,0.3353315339095154
1469,4047,2.8750574524188894,1,0,cross_race,0,0,0,0,0.16545524576899073,0.28026374402886933
6357,6510,2.9248621683918183,0,1,cross_race,0,1,1,0,0.1999754245058829,0.08093106510897763
6357,6935,3.1188198648410017,0,1,cross_race,1,1,0,0,0.1999754245058829,0.31635320485062507
1502,6382,0.3979009259098221,0,1,cross_race,0,0,0,0,0.1868186930565212,0.03784286202335008
1502,3841,0.4262026872819651,0,1,cross_race,0,0,0,0,0.1868186930565212,0.048338762803230684
1502,7088,0.6212049438484979,0,1,cross_race,0,1,1,0,0.1868186930565212,0.15420870278807608
1502,6941,0.6556325259134435,0,1,cross_race,0,1,1,0,0.1868186930565212,0.1820299739279172
3898,5156,0.22211688016013686,0,1,cross_race,0,0,0,0,0.22774753141919907,0.38222493298614546
811,3523,0.17048107491278602,1,0,cross_race,0,0,0,0,0.0,0.13938503819429648
4375,5621,0.08524053745639304,0,1,cross_race,0,0,0,0,0.0490304005429697,0.2357787547029555
5183,6508,0.17048107491278586,1,0,cross_race,0,0,0,0,0.5389621679808543,0.35922680083385544
